;phoneId;location;motionType;mean(SCL);mean(SCR);mean(HR);mean(RR);mean(skinTemp);mad(SCL);mad(SCR);mad(HR);mad(RR);mad(skinTemp);std(SCL);std(SCR);std(HR);std(RR);std(skinTemp);RMSSD;LF;HF;LF/HF;receptivity
531;5a2fa237421a763ff2b33932;1;1.0;-0.9658505415629268;-0.9481046140722008;-0.18979384302486826;0.06229992612656965;0.06590085371286865;-0.9400839186662934;-0.9520320227381861;-0.8510589318600369;-0.5344024831867562;-0.97206349206349;-0.938703747563772;-0.9463721282844442;-0.8352597723822862;-0.4811734393450028;-0.9684130972347055;-0.5256794328618587;-0.9062516788521237;-0.8887922255633925;-0.9998755420498913;-1.0
532;5a2fa237421a763ff2b33932;1;1.0;-0.9656708123383831;-0.9444150352913023;-0.1886844781362669;0.07153410490027086;0.06591289479704789;-0.9357114190915061;-0.9428263359799888;-0.8471454880294659;-0.5586135540610446;-0.9744444444444444;-0.9356032104508734;-0.9412703130254876;-0.8326723421433667;-0.5104122349936174;-0.969789101094163;-0.5404397016917432;-0.9573302583412895;-0.9335113804483629;-0.999905252667599;-1.0
533;5a2fa237421a763ff2b33932;1;1.0;-0.9657571051532642;-0.9453834501999202;-0.18757511324766568;0.07448904210785544;0.065924935881227;-0.9379347702456754;-0.9422429624987865;-0.8446132596685082;-0.578479048111743;-0.9771428571428443;-0.9361350698567052;-0.9406020368961173;-0.8307323451605214;-0.549947380148883;-0.971428571428567;-0.48012368870217237;-0.9607475731631376;-0.9630534233680667;-0.9998431492489002;-1.0
534;5a2fa237421a763ff2b33932;1;1.0;-0.9659896298812092;-0.9429286714685794;-0.18609596006286408;0.07633587786259563;0.06593697696540622;-0.9417303610035384;-0.942357740759267;-0.8471454880294659;-0.5902741852043449;-0.9801587301587185;-0.9407248740875146;-0.9408503404388937;-0.8331866174848777;-0.5562229688911484;-0.9733801431249983;-0.46049008128606095;-0.9933592206803253;-0.9286916251349384;-0.9999862509464486;-1.0
535;5a2fa237421a763ff2b33932;1;1.0;-0.966220298380179;-0.944312587175675;-0.1849865951742627;0.07855208076828385;0.06605738780719844;-0.9461908124234713;-0.9393903584320241;-0.85451197053407;-0.6042421107087421;-0.9579365079365165;-0.9436050570135209;-0.9386526519382431;-0.8389519974914759;-0.5667372636498103;-0.8803586235580835;-0.46220372220178674;-0.988827813534336;-0.9582713585693808;-0.9999604726022396;-1.0
536;5a2fa237421a763ff2b33932;1;1.0;-0.9664751306959471;-0.9430182178059434;-0.1838772302856615;0.08298448657965998;0.06617779864899066;-0.9417712378991677;-0.9437604659906562;-0.8632596685082872;-0.6216244180031029;-0.919047619047624;-0.9408442324513739;-0.9417971823674535;-0.8455979111519063;-0.5789746690644415;-0.8363365823230049;-0.45992007593033907;-0.9714960946702027;-0.9868188636797595;-0.9996807390443025;-1.0
537;5a2fa237421a763ff2b33932;1;1.0;-0.9665194751702338;-0.9442426619263984;-0.1827678653970601;0.0840925880325044;0.06629820949078274;-0.9404654733250754;-0.9428679012171813;-0.8733885819521179;-0.629073978272115;-0.8833333333333554;-0.9393641946639351;-0.9404400192570395;-0.8532439358249767;-0.5827542747028126;-0.8047473872993239;-0.4951365736762056;-0.9088379348709192;-0.975985160568639;-0.9994395604681017;-1.0
538;5a2fa237421a763ff2b33932;1;1.0;-0.9664213472159554;-0.9440782097921556;-0.18202828880465932;0.09000246244767297;0.06641862033257495;-0.9433203902854571;-0.9420770736564168;-0.8821362799263351;-0.6374547335747531;-0.8507936507936686;-0.9399324653777102;-0.9399227601684059;-0.8614348109945993;-0.5928028979853391;-0.7801644605640545;-0.4912510835485095;-0.9715588004830525;-0.9680483969893985;-0.9998685836044329;-1.0
539;5a2fa237421a763ff2b33932;1;1.0;-0.9662288679475812;-0.9437342766192541;-0.1812887122122585;0.08778625954198475;0.06653903117436717;-0.9483417045369933;-0.9426059564626265;-0.8908839779005523;-0.6523538541127765;-0.8214285714285854;-0.9451708989731263;-0.9405271418194331;-0.8704946619994067;-0.6014939249130197;-0.7604212881250222;-0.4893194243304846;-0.9872572654791064;-0.9746816362123532;-0.9999256944430978;-1.0
540;5a2fa237421a763ff2b33932;1;1.0;-0.9660808564087029;-0.9421736329275088;-0.18017934732365715;0.0881556266929328;0.06664740093198016;-0.9519084275028463;-0.9443298053636557;-0.9033149171270719;-0.649870667356439;-0.7942857142857264;-0.9508875167894689;-0.941856963792073;-0.8817299001914828;-0.601086810058509;-0.7428571428571428;-0.4894399389222911;-0.9876676436960449;-0.9672963777536808;-0.9999443270159313;-1.0
